GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Sun Dec 23 18:07:51 GMT 2018

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	Es_tot	Es_heat	Es_cool	Es_light	Q_heat	Q_cool	E_lights	windowLength	windowWidth	setpointT	setpointS	slatAng
218	169	15	1	2.0734022064422195E10	1.5578728034610123E10	1.904260705548156E9	3.2510333242639174E9	9.736705021631327E9	1.731146095952869E9	9.851616134133084E8	3.6	2.2	18.75	250.0	52.5	Cost not reduced at setpointS+dsetpointS.
219	169	16	1	2.0731538996191307E10	1.5587925022455402E10	1.8767722552436807E9	3.2668417184922266E9	9.742453139034626E9	1.7061565956760733E9	9.899520359067354E8	3.6	2.2	18.75	230.0	52.5	Cost not reduced at setpointS-dsetpointS.
219	169	17	1	2.073183399073775E10	1.5592255126463837E10	1.861288894690397E9	3.2782899695835185E9	9.745159454039898E9	1.6920808133549063E9	9.934212029040966E8	3.6	2.2	18.75	240.0	50.0	Cost not reduced at slatAng-dslatAng.
220	169	18	1	2.0736894697560936E10	1.5573867172419245E10	1.9183841741017733E9	3.2446433510399165E9	9.733666982762028E9	1.7439856128197937E9	9.832252578908838E8	3.6	2.2	18.75	240.0	55.0	Cost not reduced at slatAng+dslatAng.
204	169	19	1	2.07299258731299E10	1.5583188490670815E10	1.888212092453247E9	3.2585252900058413E9	9.739492806669258E9	1.7165564476847699E9	9.874319060623761E8	3.6	2.2	18.75	240.0	52.5	Iteration step did not reduce cost. Reduce step size to '0.25'.
220	170	1	1	2.07299258731299E10	1.5583188490670815E10	1.888212092453247E9	3.2585252900058413E9	9.739492806669258E9	1.7165564476847699E9	9.874319060623761E8	3.6	2.2	18.75	240.0	52.5	Exploration base, Delta = 0.25.
221	170	2	1	2.0729299869863552E10	1.562390987350193E10	1.8430494800181313E9	3.2623405163434896E9	9.764943670938705E9	1.67549952728921E9	9.88588035255603E8	3.575	2.2	18.75	240.0	52.5	Cost reduced     at windowLength-dwindowLength.
222	170	3	1	2.074059321490862E10	1.5693593773658813E10	1.7727052559857097E9	3.2742941852640967E9	9.808496108536758E9	1.6115502327142813E9	9.922103591709385E8	3.575	2.175	18.75	240.0	52.5	Cost not reduced at windowWidth-dwindowWidth.
223	170	4	1	2.0733217665581535E10	1.5638487107460938E10	1.8319182175274737E9	3.262812340593123E9	9.774054442163086E9	1.6653801977522488E9	9.887310123009464E8	3.575	2.2	18.625	240.0	52.5	Cost not reduced at setpointT-dsetpointT.
224	170	5	1	2.0735798416018238E10	1.5611339509312702E10	1.8625166613751318E9	3.2619422453304024E9	9.757087193320438E9	1.6931969648864834E9	9.88467347069819E8	3.575	2.2	18.875	240.0	52.5	Cost not reduced at setpointT+dsetpointT.
225	170	6	1	2.0730353479370777E10	1.5622548602047043E10	1.8480914159132888E9	3.2597134614104476E9	9.764092876279402E9	1.680083105375717E9	9.87791958003166E8	3.575	2.2	18.75	245.0	52.5	Cost not reduced at setpointS+dsetpointS.
226	170	7	1	2.072983501361728E10	1.562611484609674E10	1.8367837421339638E9	3.2669364253865757E9	9.766321778810463E9	1.669803401939967E9	9.89980734965629E8	3.575	2.2	18.75	235.0	52.5	Cost not reduced at setpointS-dsetpointS.
227	170	8	1	2.0729863789633045E10	1.5628326944816605E10	1.829823715517547E9	3.271713129298893E9	9.767704340510378E9	1.6634761050159516E9	9.914282209996645E8	3.575	2.2	18.75	240.0	51.25	Cost not reduced at slatAng-dslatAng.
228	170	9	1	2.0731876048048084E10	1.5619225110910725E10	1.8577103075415688E9	3.254940629595791E9	9.762015694319202E9	1.6888275523105168E9	9.863456453320578E8	3.575	2.2	18.75	240.0	53.75	Cost not reduced at slatAng+dslatAng.
221	170	10	1	2.0729299869863552E10	1.562390987350193E10	1.8430494800181313E9	3.2623405163434896E9	9.764943670938705E9	1.67549952728921E9	9.88588035255603E8	3.575	2.2	18.75	240.0	52.5	Global search reduced cost.
228	171	1	1	2.073040671260047E10	1.5665214422391224E10	1.7988176499729922E9	3.2663746402362566E9	9.790759013994514E9	1.63528877270272E9	9.898104970412899E8	3.55	2.2	18.75	240.0	52.5	Exploration base, Delta = 0.25.
229	171	2	1	2.0732008079619064E10	1.5706975497574827E10	1.7546532308327727E9	3.2703793512114625E9	9.816859685984266E9	1.595139300757066E9	9.910240458216554E8	3.525	2.2	18.75	240.0	52.5	Cost not reduced at windowLength-dwindowLength.
229	171	3	1	2.0729299869863552E10	1.562390987350193E10	1.8430494800181313E9	3.2623405163434896E9	9.764943670938705E9	1.67549952728921E9	9.88588035255603E8	3.575	2.2	18.75	240.0	52.5	Cost reduced     at windowLength+dwindowLength.
229	171	4	1	2.074059321490862E10	1.5693593773658813E10	1.7727052559857097E9	3.2742941852640967E9	9.808496108536758E9	1.6115502327142813E9	9.922103591709385E8	3.575	2.175	18.75	240.0	52.5	Cost not reduced at windowWidth-dwindowWidth.
229	171	5	1	2.0733217665581535E10	1.5638487107460938E10	1.8319182175274737E9	3.262812340593123E9	9.774054442163086E9	1.6653801977522488E9	9.887310123009464E8	3.575	2.2	18.625	240.0	52.5	Cost not reduced at setpointT-dsetpointT.
229	171	6	1	2.0735798416018238E10	1.5611339509312702E10	1.8625166613751318E9	3.2619422453304024E9	9.757087193320438E9	1.6931969648864834E9	9.88467347069819E8	3.575	2.2	18.875	240.0	52.5	Cost not reduced at setpointT+dsetpointT.
229	171	7	1	2.0730353479370777E10	1.5622548602047043E10	1.8480914159132888E9	3.2597134614104476E9	9.764092876279402E9	1.680083105375717E9	9.87791958003166E8	3.575	2.2	18.75	245.0	52.5	Cost not reduced at setpointS+dsetpointS.
229	171	8	1	2.072983501361728E10	1.562611484609674E10	1.8367837421339638E9	3.2669364253865757E9	9.766321778810463E9	1.669803401939967E9	9.89980734965629E8	3.575	2.2	18.75	235.0	52.5	Cost not reduced at setpointS-dsetpointS.
229	171	9	1	2.0729863789633045E10	1.5628326944816605E10	1.829823715517547E9	3.271713129298893E9	9.767704340510378E9	1.6634761050159516E9	9.914282209996645E8	3.575	2.2	18.75	240.0	51.25	Cost not reduced at slatAng-dslatAng.
229	171	10	1	2.0731876048048084E10	1.5619225110910725E10	1.8577103075415688E9	3.254940629595791E9	9.762015694319202E9	1.6888275523105168E9	9.863456453320578E8	3.575	2.2	18.75	240.0	53.75	Cost not reduced at slatAng+dslatAng.
229	171	11	1	2.07299258731299E10	1.5583188490670815E10	1.888212092453247E9	3.2585252900058413E9	9.739492806669258E9	1.7165564476847699E9	9.874319060623761E8	3.6	2.2	18.75	240.0	52.5	Cost not reduced at windowLength+dwindowLength.
229	171	12	1	2.073040671260047E10	1.5665214422391224E10	1.7988176499729922E9	3.2663746402362566E9	9.790759013994514E9	1.63528877270272E9	9.898104970412899E8	3.55	2.2	18.75	240.0	52.5	Cost not reduced at windowLength-dwindowLength.
229	171	13	1	2.074059321490862E10	1.5693593773658813E10	1.7727052559857097E9	3.2742941852640967E9	9.808496108536758E9	1.6115502327142813E9	9.922103591709385E8	3.575	2.175	18.75	240.0	52.5	Cost not reduced at windowWidth-dwindowWidth.
229	171	14	1	2.0733217665581535E10	1.5638487107460938E10	1.8319182175274737E9	3.262812340593123E9	9.774054442163086E9	1.6653801977522488E9	9.887310123009464E8	3.575	2.2	18.625	240.0	52.5	Cost not reduced at setpointT-dsetpointT.
229	171	15	1	2.0735798416018238E10	1.5611339509312702E10	1.8625166613751318E9	3.2619422453304024E9	9.757087193320438E9	1.6931969648864834E9	9.88467347069819E8	3.575	2.2	18.875	240.0	52.5	Cost not reduced at setpointT+dsetpointT.
229	171	16	1	2.0730353479370777E10	1.5622548602047043E10	1.8480914159132888E9	3.2597134614104476E9	9.764092876279402E9	1.680083105375717E9	9.87791958003166E8	3.575	2.2	18.75	245.0	52.5	Cost not reduced at setpointS+dsetpointS.
229	171	17	1	2.072983501361728E10	1.562611484609674E10	1.8367837421339638E9	3.2669364253865757E9	9.766321778810463E9	1.669803401939967E9	9.89980734965629E8	3.575	2.2	18.75	235.0	52.5	Cost not reduced at setpointS-dsetpointS.
229	171	18	1	2.0729863789633045E10	1.5628326944816605E10	1.829823715517547E9	3.271713129298893E9	9.767704340510378E9	1.6634761050159516E9	9.914282209996645E8	3.575	2.2	18.75	240.0	51.25	Cost not reduced at slatAng-dslatAng.
229	171	19	1	2.0731876048048084E10	1.5619225110910725E10	1.8577103075415688E9	3.254940629595791E9	9.762015694319202E9	1.6888275523105168E9	9.863456453320578E8	3.575	2.2	18.75	240.0	53.75	Cost not reduced at slatAng+dslatAng.
221	171	20	1	2.0729299869863552E10	1.562390987350193E10	1.8430494800181313E9	3.2623405163434896E9	9.764943670938705E9	1.67549952728921E9	9.88588035255603E8	3.575	2.2	18.75	240.0	52.5	Iteration step did not reduce cost. Reduce step size to '0.125'.
229	172	1	1	2.0729299869863552E10	1.562390987350193E10	1.8430494800181313E9	3.2623405163434896E9	9.764943670938705E9	1.67549952728921E9	9.88588035255603E8	3.575	2.2	18.75	240.0	52.5	Exploration base, Delta = 0.125.
230	172	2	1	2.0729711061883503E10	1.5603746620592707E10	1.8655418077588081E9	3.2604226335319858E9	9.752341637870441E9	1.6959470979625528E9	9.880068586460563E8	3.5875	2.2	18.75	240.0	52.5	Cost not reduced at windowLength+dwindowLength.
231	172	3	1	2.07295737966516E10	1.5644549792735481E10	1.8207419643205187E9	3.2642820395956016E9	9.777843620459675E9	1.655219967564108E9	9.891763756350309E8	3.5625	2.2	18.75	240.0	52.5	Cost not reduced at windowLength-dwindowLength.
232	172	4	1	2.0734417146914185E10	1.5658723368734491E10	1.807623153002029E9	3.268070625177665E9	9.786702105459057E9	1.64329377545639E9	9.903244318720198E8	3.575	2.1875	18.75	240.0	52.5	Cost not reduced at windowWidth-dwindowWidth.
233	172	5	1	2.0733826774954422E10	1.5632761971297478E10	1.838485133131306E9	3.262579670525637E9	9.770476232060923E9	1.6713501210284598E9	9.886605062198901E8	3.575	2.2	18.6875	240.0	52.5	Cost not reduced at setpointT-dsetpointT.
234	172	6	1	2.0730102663828995E10	1.5617666483408134E10	1.8503799156212847E9	3.262056264799576E9	9.761041552130083E9	1.6821635596557133E9	9.885018984241139E8	3.575	2.2	18.8125	240.0	52.5	Cost not reduced at setpointT+dsetpointT.
235	172	7	1	2.073019585011835E10	1.5623488530840149E10	1.8457803781619575E9	3.2609269411162443E9	9.764680331775093E9	1.6779821619654157E9	9.881596791261346E8	3.575	2.2	18.75	242.5	52.5	Cost not reduced at setpointS+dsetpointS.
236	172	8	1	2.0728108876168575E10	1.5624731811397293E10	1.837923429231398E9	3.265453635539883E9	9.765457382123308E9	1.6708394811194527E9	9.895314047090555E8	3.575	2.2	18.75	237.5	52.5	Cost reduced     at setpointS-dsetpointS.
237	172	9	1	2.072806671907381E10	1.5627005306376005E10	1.831102491885515E9	3.2699589208122916E9	9.766878316485003E9	1.6646386289868317E9	9.908966426703914E8	3.575	2.2	18.75	237.5	51.875	Cost reduced     at slatAng-dslatAng.
237	172	10	1	2.072806671907381E10	1.5627005306376005E10	1.831102491885515E9	3.2699589208122916E9	9.766878316485003E9	1.6646386289868317E9	9.908966426703914E8	3.575	2.2	18.75	237.5	51.875	Global search reduced cost.
238	173	1	1	2.0730592903768337E10	1.5630568477355583E10	1.8235394830936112E9	3.27648494331914E9	9.769105298347239E9	1.6577631664487374E9	9.928742252482243E8	3.575	2.2	18.75	235.0	51.25	Exploration base, Delta = 0.125.
239	173	2	1	2.0730807534136597E10	1.5610456543503548E10	1.8459196950037723E9	3.274431295629277E9	9.756535339689716E9	1.678108813639793E9	9.922519077664477E8	3.5875	2.2	18.75	235.0	51.25	Cost not reduced at windowLength+dwindowLength.
240	173	3	1	2.073117749804244E10	1.5651241022395542E10	1.8013749996927292E9	3.2785614759541655E9	9.782025638997213E9	1.637613636084299E9	9.935034775618683E8	3.5625	2.2	18.75	235.0	51.25	Cost not reduced at windowLength-dwindowLength.
241	173	4	1	2.073642162432659E10	1.5665434038399971E10	1.7883770143432312E9	3.28261057158339E9	9.79089627399998E9	1.6257972857665737E9	9.94730476237391E8	3.575	2.1875	18.75	235.0	51.25	Cost not reduced at windowWidth-dwindowWidth.
242	173	5	1	2.073597933804901E10	1.5639993479406956E10	1.8192145012648003E9	3.2767713573772545E9	9.774995924629347E9	1.653831364786182E9	9.929610173870469E8	3.575	2.2	18.6875	235.0	51.25	Cost not reduced at setpointT-dsetpointT.
243	173	6	1	2.0731339370441322E10	1.5624268542520826E10	1.8309005690529652E9	3.276170258867532E9	9.765167839075516E9	1.6644550627754228E9	9.927788663234946E8	3.575	2.2	18.8125	235.0	51.25	Cost not reduced at setpointT+dsetpointT.
244	173	7	1	2.0730875867764023E10	1.5631963355895405E10	1.8204097211237297E9	3.278502790744887E9	9.769977097434628E9	1.6549179282942996E9	9.934856941651173E8	3.575	2.2	18.75	232.5	51.25	Cost not reduced at setpointS-dsetpointS.
245	173	8	1	2.0728773754651886E10	1.562916248913057E10	1.8246615696040797E9	3.2749496959172354E9	9.768226555706606E9	1.6587832450946178E9	9.924089987627987E8	3.575	2.2	18.75	237.5	51.25	Cost reduced     at setpointS+dsetpointS.
246	173	9	1	2.072980261538348E10	1.5631361749725492E10	1.8182844913123107E9	3.280156374345676E9	9.769601093578432E9	1.6529859011930096E9	9.939867801047503E8	3.575	2.2	18.75	237.5	50.625	Cost not reduced at slatAng-dslatAng.
246	173	10	1	2.072806671907381E10	1.5627005306376005E10	1.831102491885515E9	3.2699589208122916E9	9.766878316485003E9	1.6646386289868317E9	9.908966426703914E8	3.575	2.2	18.75	237.5	51.875	Cost reduced     at slatAng+dslatAng.
247	173	11	1	2.072837936349293E10	1.5606828282210325E10	1.853575435023045E9	3.267975646259559E9	9.754267676381453E9	1.685068577293677E9	9.902956503816847E8	3.5875	2.2	18.75	237.5	51.875	Cost not reduced at windowLength+dwindowLength.
248	173	12	1	2.072848907496762E10	1.5647638638439356E10	1.8088814209249275E9	3.271969015603335E9	9.779774149024597E9	1.6444376553862975E9	9.915057623040409E8	3.5625	2.2	18.75	237.5	51.875	Cost not reduced at windowLength-dwindowLength.
249	173	13	1	2.0733540049760994E10	1.5661822922553062E10	1.7958227606494832E9	3.2758943665584497E9	9.788639326595663E9	1.6325661460449846E9	9.926952625934696E8	3.575	2.1875	18.75	237.5	51.875	Cost not reduced at windowWidth-dwindowWidth.
250	173	14	1	2.073282138721725E10	1.5635956186053825E10	1.826647507791316E9	3.27021769337211E9	9.77247261628364E9	1.6605886434466507E9	9.909750585976092E8	3.575	2.2	18.6875	237.5	51.875	Cost not reduced at setpointT-dsetpointT.
251	173	15	1	2.0728839756802578E10	1.5620732367058027E10	1.8384476129487278E9	3.2696597767958207E9	9.762957729411266E9	1.6713160117715707E9	9.908059929684305E8	3.575	2.2	18.8125	237.5	51.875	Cost not reduced at setpointT+dsetpointT.
252	173	16	1	2.072920958368731E10	1.5626176077525703E10	1.8362477459800043E9	3.2667857601816015E9	9.766360048453564E9	1.6693161327090948E9	9.899350788429096E8	3.575	2.2	18.75	240.0	51.875	Cost not reduced at setpointS+dsetpointS.
253	173	17	1	2.072984041185755E10	1.5628400545298492E10	1.8299725460627282E9	3.2714673204963307E9	9.767750340811558E9	1.663611405511571E9	9.913537334837366E8	3.575	2.2	18.75	235.0	51.875	Cost not reduced at setpointS-dsetpointS.
253	173	18	1	2.0728108876168575E10	1.5624731811397293E10	1.837923429231398E9	3.265453635539883E9	9.765457382123308E9	1.6708394811194527E9	9.895314047090555E8	3.575	2.2	18.75	237.5	52.5	Cost not reduced at slatAng+dslatAng.
253	173	19	1	2.0728773754651886E10	1.562916248913057E10	1.8246615696040797E9	3.2749496959172354E9	9.768226555706606E9	1.6587832450946178E9	9.924089987627987E8	3.575	2.2	18.75	237.5	51.25	Cost not reduced at slatAng-dslatAng.
237	173	20	1	2.072806671907381E10	1.5627005306376005E10	1.831102491885515E9	3.2699589208122916E9	9.766878316485003E9	1.6646386289868317E9	9.908966426703914E8	3.575	2.2	18.75	237.5	51.875	Iteration step did not reduce cost. Reduce step size to '0.0625'.
253	174	1	1	2.072806671907381E10	1.5627005306376005E10	1.831102491885515E9	3.2699589208122916E9	9.766878316485003E9	1.6646386289868317E9	9.908966426703914E8	3.575	2.2	18.75	237.5	51.875	Exploration base, Delta = 0.0625.
254	174	2	1	2.072814032925992E10	1.5616905268402174E10	1.8422704979946446E9	3.2689645628630967E9	9.760565792751358E9	1.6747913618133132E9	9.905953220797263E8	3.58125	2.2	18.75	237.5	51.875	Cost not reduced at windowLength+dwindowLength.
255	174	3	1	2.072820841762761E10	1.5637215890091236E10	1.8200317499646378E9	3.270960777571737E9	9.773259931307022E9	1.6545743181496706E9	9.91200235627799E8	3.56875	2.2	18.75	237.5	51.875	Cost not reduced at windowLength-dwindowLength.
256	174	4	1	2.073055313013404E10	1.5644223554662062E10	1.8134298951126087E9	3.2728996803593693E9	9.777639721663788E9	1.6485726319205532E9	9.917877819270816E8	3.575	2.19375	18.75	237.5	51.875	Cost not reduced at windowWidth-dwindowWidth.
257	174	5	1	2.0730462346597435E10	1.5631812967072783E10	1.8285593065076647E9	3.270090073016986E9	9.769883104420488E9	1.662326642279695E9	9.909363857627231E8	3.575	2.2	18.71875	237.5	51.875	Cost not reduced at setpointT-dsetpointT.
258	174	6	1	2.0728372592683052E10	1.5621603395345718E10	1.837109420541513E9	3.2696597767958207E9	9.763502122091074E9	1.670099473219557E9	9.908059929684305E8	3.575	2.2	18.78125	237.5	51.875	Cost not reduced at setpointT+dsetpointT.
259	174	7	1	2.072864748018071E10	1.5626888848208475E10	1.8325593843206823E9	3.269199247651552E9	9.766805530130297E9	1.6659630766551657E9	9.906664386822885E8	3.575	2.2	18.75	238.75	51.875	Cost not reduced at setpointS+dsetpointS.
260	174	8	1	2.0728941038560352E10	1.562772058221022E10	1.8306842868457706E9	3.270536169504359E9	9.767325363881388E9	1.664258442587064E9	9.910715665164725E8	3.575	2.2	18.75	236.25	51.875	Cost not reduced at setpointS-dsetpointS.
261	174	9	1	2.072789372750109E10	1.5625889190909199E10	1.8344297856589122E9	3.267574750932981E9	9.766180744318249E9	1.667663441508102E9	9.901741669493883E8	3.575	2.2	18.75	237.5	52.1875	Cost reduced     at slatAng+dslatAng.
261	174	10	1	2.072789372750109E10	1.5625889190909199E10	1.8344297856589122E9	3.267574750932981E9	9.766180744318249E9	1.667663441508102E9	9.901741669493883E8	3.575	2.2	18.75	237.5	52.1875	Global search reduced cost.
261	175	1	1	2.0728108876168575E10	1.5624731811397293E10	1.837923429231398E9	3.265453635539883E9	9.765457382123308E9	1.6708394811194527E9	9.895314047090555E8	3.575	2.2	18.75	237.5	52.5	Exploration base, Delta = 0.0625.
262	175	2	1	2.0728249798540092E10	1.5614646690082249E10	1.8491203102895744E9	3.2644827981682715E9	9.759154181301405E9	1.681018463899613E9	9.892372115661429E8	3.58125	2.2	18.75	237.5	52.5	Cost not reduced at windowLength+dwindowLength.
263	175	3	1	2.0728207045064983E10	1.5634953967826653E10	1.8268225430185995E9	3.2664305342197313E9	9.771846229891657E9	1.660747766380545E9	9.898274346120398E8	3.56875	2.2	18.75	237.5	52.5	Cost not reduced at windowLength-dwindowLength.
264	175	4	1	2.0730480457773125E10	1.5641961253114038E10	1.8201997110794735E9	3.268319493579614E9	9.776225783196274E9	1.6547270100722485E9	9.903998465392771E8	3.575	2.19375	18.75	237.5	52.5	Cost not reduced at windowWidth-dwindowWidth.
265	175	5	1	2.073034329186008E10	1.562948293250216E10	1.8352830497868018E9	3.26557730957112E9	9.768426832813848E9	1.6684391361698196E9	9.895688816882182E8	3.575	2.2	18.71875	237.5	52.5	Cost not reduced at setpointT-dsetpointT.
266	175	6	1	2.0728443124889168E10	1.5619355506285404E10	1.8439182346077971E9	3.265169383995969E9	9.762097191428377E9	1.6762893041889064E9	9.894452678775663E8	3.575	2.2	18.78125	237.5	52.5	Cost not reduced at setpointT+dsetpointT.
267	175	7	1	2.072869749216368E10	1.5624617352729408E10	1.839372864800894E9	3.264707274633379E9	9.76538584545588E9	1.6721571498189945E9	9.893052347373877E8	3.575	2.2	18.75	238.75	52.5	Cost not reduced at setpointS+dsetpointS.
268	175	8	1	2.0728957641487923E10	1.5625440539559538E10	1.837497234320091E9	3.2660198676082945E9	9.76590033722471E9	1.6704520312000825E9	9.897029901843318E8	3.575	2.2	18.75	236.25	52.5	Cost not reduced at setpointS-dsetpointS.
269	175	9	1	2.0728650843289787E10	1.5623560462441477E10	1.8415594634420233E9	3.2635309174062877E9	9.764725289025923E9	1.6741449667654755E9	9.889487628503902E8	3.575	2.2	18.75	237.5	52.8125	Cost not reduced at slatAng+dslatAng.
269	175	10	1	2.072789372750109E10	1.5625889190909199E10	1.8344297856589122E9	3.267574750932981E9	9.766180744318249E9	1.667663441508102E9	9.901741669493883E8	3.575	2.2	18.75	237.5	52.1875	Cost reduced     at slatAng-dslatAng.
270	175	11	1	2.072799415156367E10	1.5615790962572935E10	1.8456103113712554E9	3.2665928776194816E9	9.759869351608084E9	1.6778275557920501E9	9.898766295816611E8	3.58125	2.2	18.75	237.5	52.1875	Cost not reduced at windowLength+dwindowLength.
271	175	12	1	2.0728010292664413E10	1.5636100181758781E10	1.8233456907666984E9	3.2685644201389337E9	9.772562613599237E9	1.6575869916060894E9	9.904740667087679E8	3.56875	2.2	18.75	237.5	52.1875	Cost not reduced at windowLength-dwindowLength.
272	175	13	1	2.0730317130104874E10	1.5643106127642862E10	1.816731695279506E9	3.270479307182505E9	9.776941329776789E9	1.6515742684359143E9	9.9105433550985E8	3.575	2.19375	18.75	237.5	52.1875	Cost not reduced at windowWidth-dwindowWidth.
273	175	14	1	2.0730207137010696E10	1.5630667907303993E10	1.831837266953195E9	3.267701962753509E9	9.769167442064995E9	1.6653066063210864E9	9.902127159859118E8	3.575	2.2	18.71875	237.5	52.1875	Cost not reduced at setpointT-dsetpointT.
274	175	15	1	2.0728212147515762E10	1.5620499409283302E10	1.8404293392967246E9	3.267283398935732E9	9.762812130802063E9	1.6731175811788404E9	9.900858784653734E8	3.575	2.2	18.78125	237.5	52.1875	Cost not reduced at setpointT+dsetpointT.
275	175	16	1	2.072847881458671E10	1.5625773815716032E10	1.835882899285953E9	3.266822099584727E9	9.76610863482252E9	1.6689844538963208E9	9.899460907832506E8	3.575	2.2	18.75	238.75	52.1875	Cost not reduced at setpointS+dsetpointS.
276	175	17	1	2.072875636334135E10	1.5626601428828022E10	1.8340087349736233E9	3.268146199539708E9	9.766625893017513E9	1.6672806681578393E9	9.90347333193851E8	3.575	2.2	18.75	236.25	52.1875	Cost not reduced at setpointS-dsetpointS.
276	175	18	1	2.072806671907381E10	1.5627005306376005E10	1.831102491885515E9	3.2699589208122916E9	9.766878316485003E9	1.6646386289868317E9	9.908966426703914E8	3.575	2.2	18.75	237.5	51.875	Cost not reduced at slatAng-dslatAng.
276	175	19	1	2.0728108876168575E10	1.5624731811397293E10	1.837923429231398E9	3.265453635539883E9	9.765457382123308E9	1.6708394811194527E9	9.895314047090555E8	3.575	2.2	18.75	237.5	52.5	Cost not reduced at slatAng+dslatAng.
261	175	20	1	2.072789372750109E10	1.5625889190909199E10	1.8344297856589122E9	3.267574750932981E9	9.766180744318249E9	1.667663441508102E9	9.901741669493883E8	3.575	2.2	18.75	237.5	52.1875	Iteration step did not reduce cost. Maximum number of step reductions reached.
261	175	21	1	2.072789372750109E10	1.5625889190909199E10	1.8344297856589122E9	3.267574750932981E9	9.766180744318249E9	1.667663441508102E9	9.901741669493883E8	3.575	2.2	18.75	237.5	52.1875	Minimum point.
