GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSPSOCCHJ algorithm
Start time: Sun Dec 23 18:16:30 GMT 2018

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	Es_tot	Es_heat	Es_cool	Es_light	Q_heat	Q_cool	E_lights	windowLength	windowWidth	beamS
148	172	3	1	2.2637453021825947E10	1.5437842420441628E10	3.783027253499636E9	3.4165833478846817E9	9.648651512776016E9	3.439115684999669E9	1.0353282872377824E9	4.2	1.4375	20.9375	Cost reduced     at windowWidth+dwindowWidth.
149	172	4	1	2.2637453021825947E10	1.5437842420441628E10	3.783027253499636E9	3.4165833478846817E9	9.648651512776016E9	3.439115684999669E9	1.0353282872377824E9	4.2	1.4375	21.25	Cost not reduced at beamS+dbeamS.
150	172	5	1	2.2768010943506798E10	1.5567011347598152E10	3.780171737561082E9	3.4208278583475647E9	9.729382092248844E9	3.436519761419165E9	1.0366145025295651E9	4.2	1.4375	20.625	Cost not reduced at beamS-dbeamS.
148	172	6	1	2.2637453021825947E10	1.5437842420441628E10	3.783027253499636E9	3.4165833478846817E9	9.648651512776016E9	3.439115684999669E9	1.0353282872377824E9	4.2	1.4375	20.9375	Global search reduced cost.
151	173	1	1	2.2770179354805027E10	1.5490789785359734E10	3.869578672513378E9	3.4098108969319143E9	9.681743615849833E9	3.5177987931939797E9	1.0332760293733075E9	4.2	1.45625	21.25	Exploration base, Delta = 0.0625.
152	173	2	1	2.268427091361865E10	1.5417456890444056E10	3.8596408090515695E9	3.4071732141230254E9	9.635910556527534E9	3.5087643718650627E9	1.0324767315524321E9	4.19375	1.45625	21.25	Cost reduced     at windowLength-dwindowLength.
153	173	3	1	2.2770014600887302E10	1.547397085704451E10	3.88922537420593E9	3.4068183696368637E9	9.671231785652819E9	3.5356594310963E9	1.0323692029202617E9	4.19375	1.4625	21.25	Cost not reduced at windowWidth+dwindowWidth.
154	173	4	1	2.263692025671531E10	1.5394479798370842E10	3.832560107506263E9	3.4098803508382044E9	9.621549873981775E9	3.4841455522784204E9	1.0332970760115771E9	4.19375	1.45	21.25	Cost reduced     at windowWidth-dwindowWidth.
155	173	5	1	2.263692025671531E10	1.5394479798370842E10	3.832560107506263E9	3.4098803508382044E9	9.621549873981775E9	3.4841455522784204E9	1.0332970760115771E9	4.19375	1.45	21.5625	Cost not reduced at beamS+dbeamS.
156	173	6	1	2.276790472214114E10	1.5524303356415308E10	3.829593403496203E9	3.414007962229631E9	9.702689597759567E9	3.4814485486329117E9	1.0345478673423125E9	4.19375	1.45	20.9375	Cost not reduced at beamS-dbeamS.
154	173	7	1	2.263692025671531E10	1.5394479798370842E10	3.832560107506263E9	3.4098803508382044E9	9.621549873981775E9	3.4841455522784204E9	1.0332970760115771E9	4.19375	1.45	21.25	Global search reduced cost.
157	174	1	1	2.263727108984681E10	1.5352339129350752E10	3.8815589607688627E9	3.4033729997271943E9	9.59521195584422E9	3.5286899643353295E9	1.0313251514324832E9	4.1875	1.4625	21.5625	Exploration base, Delta = 0.0625.
158	174	2	1	2.263627242605551E10	1.536129800920736E10	3.871031899750683E9	3.403942517097469E9	9.600811255754599E9	3.519119908864257E9	1.0314977324537785E9	4.18125	1.4625	21.5625	Cost reduced     at windowLength-dwindowLength.
159	174	3	1	2.2635025010513424E10	1.5386374365553104E10	3.841187447935625E9	3.4074631970246925E9	9.61648397847069E9	3.4919885890323863E9	1.0325646051589978E9	4.18125	1.45625	21.5625	Cost reduced     at windowWidth-dwindowWidth.
160	174	4	1	2.2635025010513424E10	1.5386374365553104E10	3.841187447935625E9	3.4074631970246925E9	9.61648397847069E9	3.4919885890323863E9	1.0325646051589978E9	4.18125	1.45625	21.875	Cost not reduced at beamS+dbeamS.
161	174	5	1	2.2635025010513424E10	1.5386374365553104E10	3.841187447935625E9	3.4074631970246925E9	9.61648397847069E9	3.4919885890323863E9	1.0325646051589978E9	4.18125	1.45625	21.25	Cost not reduced at beamS-dbeamS.
159	174	6	1	2.2635025010513424E10	1.5386374365553104E10	3.841187447935625E9	3.4074631970246925E9	9.61648397847069E9	3.4919885890323863E9	1.0325646051589978E9	4.18125	1.45625	21.5625	Global search reduced cost.
162	175	1	1	2.2633404141357624E10	1.5378412225996464E10	3.8499058577038355E9	3.4050860576573257E9	9.61150764124779E9	3.4999144160943956E9	1.0318442598961594E9	4.16875	1.4625	21.875	Exploration base, Delta = 0.0625.
163	175	2	1	2.2632438917288433E10	1.5387164514212336E10	3.8396141252145276E9	3.405660277861567E9	9.61697782138271E9	3.4905582956495705E9	1.0320182660186567E9	4.1625	1.4625	21.875	Cost reduced     at windowLength-dwindowLength.
164	175	3	1	2.263181480188764E10	1.54129678941834E10	3.8096541039566803E9	3.4091928037475615E9	9.633104933864624E9	3.463321912687891E9	1.033088728408352E9	4.1625	1.45625	21.875	Cost reduced     at windowWidth-dwindowWidth.
165	175	4	1	2.263181480188764E10	1.54129678941834E10	3.8096541039566803E9	3.4091928037475615E9	9.633104933864624E9	3.463321912687891E9	1.033088728408352E9	4.1625	1.45625	22.1875	Cost not reduced at beamS+dbeamS.
166	175	5	1	2.263181480188764E10	1.54129678941834E10	3.8096541039566803E9	3.4091928037475615E9	9.633104933864624E9	3.463321912687891E9	1.033088728408352E9	4.1625	1.45625	21.5625	Cost not reduced at beamS-dbeamS.
164	175	6	1	2.263181480188764E10	1.54129678941834E10	3.8096541039566803E9	3.4091928037475615E9	9.633104933864624E9	3.463321912687891E9	1.033088728408352E9	4.1625	1.45625	21.875	Global search reduced cost.
167	176	1	1	2.262923952867115E10	1.5439824173475159E10	3.7784708259273148E9	3.4109445292686763E9	9.649890108421974E9	3.4349734781157403E9	1.0336195543238413E9	4.14375	1.45625	22.1875	Exploration base, Delta = 0.0625.
168	176	2	1	2.2628452188268547E10	1.5448798388341099E10	3.7681212128066225E9	3.4115325871208267E9	9.655498992713186E9	3.425564738915111E9	1.0337977536729778E9	4.1375	1.45625	22.1875	Cost reduced     at windowLength-dwindowLength.
169	176	3	1	2.262869126079297E10	1.5474785882966078E10	3.738758871834452E9	3.4151465059924383E9	9.671741176853798E9	3.3988717016676836E9	1.0348928806037692E9	4.1375	1.45	22.1875	Cost not reduced at windowWidth-dwindowWidth.
170	176	4	1	2.262824054920742E10	1.5422919177419016E10	3.797350010334417E9	3.4079713614539866E9	9.639324485886885E9	3.4521363730312877E9	1.0327185943799961E9	4.1375	1.4625	22.1875	Cost reduced     at windowWidth+dwindowWidth.
171	176	5	1	2.262824054920742E10	1.5422919177419016E10	3.797350010334417E9	3.4079713614539866E9	9.639324485886885E9	3.4521363730312877E9	1.0327185943799961E9	4.1375	1.4625	22.5	Cost not reduced at beamS+dbeamS.
172	176	6	1	2.262824054920742E10	1.5422919177419016E10	3.797350010334417E9	3.4079713614539866E9	9.639324485886885E9	3.4521363730312877E9	1.0327185943799961E9	4.1375	1.4625	21.875	Cost not reduced at beamS-dbeamS.
170	176	7	1	2.262824054920742E10	1.5422919177419016E10	3.797350010334417E9	3.4079713614539866E9	9.639324485886885E9	3.4521363730312877E9	1.0327185943799961E9	4.1375	1.4625	22.1875	Global search reduced cost.
173	177	1	1	2.2624474694546112E10	1.5433136331878366E10	3.784547069759983E9	3.40679129290776E9	9.645710207423979E9	3.4404973361454387E9	1.0323609978508365E9	4.1125	1.46875	22.5	Exploration base, Delta = 0.0625.
174	177	2	1	2.262367779002539E10	1.544220726987194E10	3.7740935757865415E9	3.4073769443669086E9	9.651379543669962E9	3.4309941598059464E9	1.0325384679899724E9	4.10625	1.46875	22.5	Cost reduced     at windowLength-dwindowLength.
175	177	3	1	2.2623298920058712E10	1.5416685166260874E10	3.802721118877789E9	3.4038926349200463E9	9.635428228913046E9	3.457019198979808E9	1.0314826166424383E9	4.10625	1.475	22.5	Cost reduced     at windowWidth+dwindowWidth.
176	177	4	1	2.2623298920058712E10	1.5416685166260874E10	3.802721118877789E9	3.4038926349200463E9	9.635428228913046E9	3.457019198979808E9	1.0314826166424383E9	4.10625	1.475	22.8125	Cost not reduced at beamS+dbeamS.
177	177	5	1	2.2623298920058712E10	1.5416685166260874E10	3.802721118877789E9	3.4038926349200463E9	9.635428228913046E9	3.457019198979808E9	1.0314826166424383E9	4.10625	1.475	22.1875	Cost not reduced at beamS-dbeamS.
175	177	6	1	2.2623298920058712E10	1.5416685166260874E10	3.802721118877789E9	3.4038926349200463E9	9.635428228913046E9	3.457019198979808E9	1.0314826166424383E9	4.10625	1.475	22.5	Global search reduced cost.
178	178	1	1	2.2618811907216595E10	1.5410976429665342E10	3.807885582177938E9	3.3999498953733125E9	9.631860268540838E9	3.461714165616307E9	1.0302878470828221E9	4.075	1.4875	22.8125	Exploration base, Delta = 0.0625.
179	178	2	1	2.2618086184560104E10	1.5420250619110905E10	3.797302191681786E9	3.4005333737674127E9	9.637656636944315E9	3.4520929015288963E9	1.0304646587173978E9	4.06875	1.4875	22.8125	Cost reduced     at windowLength-dwindowLength.
180	178	3	1	2.2618406204595345E10	1.539480797862099E10	3.826452051859496E9	3.3971461741148586E9	9.621754986638119E9	3.4785927744177237E9	1.0294382345802603E9	4.06875	1.49375	22.8125	Cost not reduced at windowWidth+dwindowWidth.
181	178	4	1	2.2618121179651527E10	1.5445534554086746E10	3.768631455685263E9	3.4039551698795176E9	9.653459096304216E9	3.426028596077512E9	1.0315015666301569E9	4.06875	1.48125	22.8125	Cost not reduced at windowWidth-dwindowWidth.
182	178	5	1	2.2618086184560104E10	1.5420250619110905E10	3.797302191681786E9	3.4005333737674127E9	9.637656636944315E9	3.4520929015288963E9	1.0304646587173978E9	4.06875	1.4875	23.125	Cost not reduced at beamS+dbeamS.
183	178	6	1	2.2618086184560104E10	1.5420250619110905E10	3.797302191681786E9	3.4005333737674127E9	9.637656636944315E9	3.4520929015288963E9	1.0304646587173978E9	4.06875	1.4875	22.5	Cost not reduced at beamS-dbeamS.
179	178	7	1	2.2618086184560104E10	1.5420250619110905E10	3.797302191681786E9	3.4005333737674127E9	9.637656636944315E9	3.4520929015288963E9	1.0304646587173978E9	4.06875	1.4875	22.8125	Global search reduced cost.
184	179	1	1	2.2614449772051666E10	1.5424643626091593E10	3.7908630608041205E9	3.3989430851559525E9	9.640402266307245E9	3.446239146185564E9	1.0299827530775614E9	4.03125	1.5	23.125	Exploration base, Delta = 0.0625.
185	179	2	1	2.2613440578866203E10	1.5433836829696674E10	3.7800674320116067E9	3.399536317157921E9	9.646148018560421E9	3.4364249381923695E9	1.0301625203508852E9	4.025	1.5	23.125	Cost reduced     at windowLength-dwindowLength.
186	179	3	1	2.261295740595876E10	1.5408797234000519E10	3.8083386452507834E9	3.3958215267074575E9	9.630498271250324E9	3.4621260411370754E9	1.0290368262749872E9	4.025	1.50625	23.125	Cost reduced     at windowWidth+dwindowWidth.
187	179	4	1	2.261295740595876E10	1.5408797234000519E10	3.8083386452507834E9	3.3958215267074575E9	9.630498271250324E9	3.4621260411370754E9	1.0290368262749872E9	4.025	1.50625	23.4375	Cost not reduced at beamS+dbeamS.
188	179	5	1	2.261295740595876E10	1.5408797234000519E10	3.8083386452507834E9	3.3958215267074575E9	9.630498271250324E9	3.4621260411370754E9	1.0290368262749872E9	4.025	1.50625	22.8125	Cost not reduced at beamS-dbeamS.
186	179	6	1	2.261295740595876E10	1.5408797234000519E10	3.8083386452507834E9	3.3958215267074575E9	9.630498271250324E9	3.4621260411370754E9	1.0290368262749872E9	4.025	1.50625	23.125	Global search reduced cost.
189	180	1	1	2.260578350362126E10	1.539906685922125E10	3.817698574357645E9	3.3890180700423656E9	9.62441678701328E9	3.470635067597859E9	1.0269751727401109E9	3.98125	1.525	23.4375	Exploration base, Delta = 0.0625.
190	180	2	1	2.260459917775614E10	1.5408465562626102E10	3.806524226496531E9	3.3896093886335087E9	9.630290976641314E9	3.4604765695423007E9	1.0271543601919724E9	3.975	1.525	23.4375	Cost reduced     at windowLength-dwindowLength.
191	180	3	1	2.260459370877509E10	1.5383475235096169E10	3.8350833060281916E9	3.3860351676507287E9	9.614672021935104E9	3.4864393691165376E9	1.0260712629244633E9	3.975	1.53125	23.4375	Cost reduced     at windowWidth+dwindowWidth.
192	180	4	1	2.260459370877509E10	1.5383475235096169E10	3.8350833060281916E9	3.3860351676507287E9	9.614672021935104E9	3.4864393691165376E9	1.0260712629244633E9	3.975	1.53125	23.75	Cost not reduced at beamS+dbeamS.
193	180	5	1	2.260459370877509E10	1.5383475235096169E10	3.8350833060281916E9	3.3860351676507287E9	9.614672021935104E9	3.4864393691165376E9	1.0260712629244633E9	3.975	1.53125	23.125	Cost not reduced at beamS-dbeamS.
191	180	6	1	2.260459370877509E10	1.5383475235096169E10	3.8350833060281916E9	3.3860351676507287E9	9.614672021935104E9	3.4864393691165376E9	1.0260712629244633E9	3.975	1.53125	23.4375	Global search reduced cost.
194	181	1	1	2.259649079803948E10	1.536128026029457E10	3.8584013371480775E9	3.3768092005968285E9	9.600800162684107E9	3.507637579225525E9	1.0232755153323723E9	3.925	1.55625	23.75	Exploration base, Delta = 0.0625.
195	181	2	1	2.2595073695990913E10	1.5370615894976257E10	3.8470620500495467E9	3.377395750965111E9	9.60663493436016E9	3.4973291364086785E9	1.0234532578682154E9	3.91875	1.55625	23.75	Cost reduced     at windowLength-dwindowLength.
196	181	3	1	2.25959841977421E10	1.5347035183459122E10	3.8749554141728935E9	3.3739936001100836E9	9.591896989661951E9	3.5226867401571755E9	1.0224223030636618E9	3.91875	1.5625	23.75	Cost not reduced at windowWidth+dwindowWidth.
197	181	4	1	2.2595095756606358E10	1.539482455272004E10	3.8194409129393544E9	3.3808302909469633E9	9.621765345450024E9	3.472219011763049E9	1.024494027559686E9	3.91875	1.55	23.75	Cost not reduced at windowWidth-dwindowWidth.
198	181	5	1	2.2595073695990913E10	1.5370615894976257E10	3.8470620500495467E9	3.377395750965111E9	9.60663493436016E9	3.4973291364086785E9	1.0234532578682154E9	3.91875	1.55625	24.0625	Cost not reduced at beamS+dbeamS.
199	181	6	1	2.2595073695990913E10	1.5370615894976257E10	3.8470620500495467E9	3.377395750965111E9	9.60663493436016E9	3.4973291364086785E9	1.0234532578682154E9	3.91875	1.55625	23.4375	Cost not reduced at beamS-dbeamS.
195	181	7	1	2.2595073695990913E10	1.5370615894976257E10	3.8470620500495467E9	3.377395750965111E9	9.60663493436016E9	3.4973291364086785E9	1.0234532578682154E9	3.91875	1.55625	23.75	Global search reduced cost.
200	182	1	1	2.2585962480196194E10	1.5360424728849985E10	3.85629948921369E9	3.3692382621325197E9	9.60026545553124E9	3.5057268083760815E9	1.020981291555309E9	3.8625	1.58125	24.0625	Exploration base, Delta = 0.0625.
201	182	2	1	2.258453390035139E10	1.5369937809711317E10	3.8447625340873704E9	3.3698335565527043E9	9.606211131069572E9	3.4952386673521547E9	1.0211616838038498E9	3.85625	1.58125	24.0625	Cost reduced     at windowLength-dwindowLength.
202	182	3	1	2.2585368522750618E10	1.5346793328797531E10	3.872059111234406E9	3.366516082718681E9	9.591745830498457E9	3.520053737485823E9	1.0201563887026306E9	3.85625	1.5875	24.0625	Cost not reduced at windowWidth+dwindowWidth.
203	182	4	1	2.2584552489157112E10	1.5394034153389057E10	3.8173481003217235E9	3.373170235446329E9	9.62127134586816E9	3.47031645483793E9	1.0221727986200998E9	3.85625	1.575	24.0625	Cost not reduced at windowWidth-dwindowWidth.
204	182	5	1	2.258453390035139E10	1.5369937809711317E10	3.8447625340873704E9	3.3698335565527043E9	9.606211131069572E9	3.4952386673521547E9	1.0211616838038498E9	3.85625	1.58125	24.375	Cost not reduced at beamS+dbeamS.
205	182	6	1	2.258453390035139E10	1.5369937809711317E10	3.8447625340873704E9	3.3698335565527043E9	9.606211131069572E9	3.4952386673521547E9	1.0211616838038498E9	3.85625	1.58125	23.75	Cost not reduced at beamS-dbeamS.
201	182	7	1	2.258453390035139E10	1.5369937809711317E10	3.8447625340873704E9	3.3698335565527043E9	9.606211131069572E9	3.4952386673521547E9	1.0211616838038498E9	3.85625	1.58125	24.0625	Global search reduced cost.
206	183	1	1	2.2573883297946533E10	1.5372324891231049E10	3.8388664688247566E9	3.362691937890726E9	9.607703057019405E9	3.4898786080225058E9	1.0189975569365838E9	3.79375	1.60625	24.375	Exploration base, Delta = 0.0625.
207	183	2	1	2.257296700619901E10	1.5382089210225126E10	3.82758129536222E9	3.363296500611663E9	9.613805756390703E9	3.4796193594201994E9	1.0191807577611101E9	3.7875	1.60625	24.375	Cost reduced     at windowLength-dwindowLength.
208	183	3	1	2.2573129296783905E10	1.535877335529601E10	3.854294767108307E9	3.3600611743795877E9	9.599233347060005E9	3.503904333734824E9	1.0182003558726023E9	3.7875	1.6125	24.375	Cost not reduced at windowWidth+dwindowWidth.
209	183	4	1	2.2572577443121307E10	1.5405696877092014E10	3.800332096527774E9	3.3665484695015197E9	9.628560548182508E9	3.454847360479794E9	1.0201662028792484E9	3.7875	1.6	24.375	Cost reduced     at windowWidth-dwindowWidth.
210	183	5	1	2.2572577443121307E10	1.5405696877092014E10	3.800332096527774E9	3.3665484695015197E9	9.628560548182508E9	3.454847360479794E9	1.0201662028792484E9	3.7875	1.6	24.6875	Cost not reduced at beamS+dbeamS.
211	183	6	1	2.2572577443121307E10	1.5405696877092014E10	3.800332096527774E9	3.3665484695015197E9	9.628560548182508E9	3.454847360479794E9	1.0201662028792484E9	3.7875	1.6	24.0625	Cost not reduced at beamS-dbeamS.
209	183	7	1	2.2572577443121307E10	1.5405696877092014E10	3.800332096527774E9	3.3665484695015197E9	9.628560548182508E9	3.454847360479794E9	1.0201662028792484E9	3.7875	1.6	24.375	Global search reduced cost.
212	184	1	1	2.2560770898530468E10	1.5444414140724653E10	3.753047496221413E9	3.363309261584401E9	9.652758837952908E9	3.4118613602012844E9	1.0191846247225459E9	3.71875	1.61875	24.6875	Exploration base, Delta = 0.0625.
213	184	2	1	2.2559741587445072E10	1.5454360594961302E10	3.741452200238071E9	3.3639287922457E9	9.658975371850813E9	3.40132018203461E9	1.0193723612865758E9	3.7125	1.61875	24.6875	Cost reduced     at windowLength-dwindowLength.
214	184	3	1	2.2561355389521614E10	1.547824047838626E10	3.7159656819913707E9	3.3671492291439857E9	9.673900298991411E9	3.378150619992155E9	1.0203482512557533E9	3.7125	1.6125	24.6875	Cost not reduced at windowWidth-dwindowWidth.
215	184	4	1	2.2559545967035816E10	1.5431370815632511E10	3.767443556179455E9	3.360731595223849E9	9.644606759770319E9	3.424948687435868E9	1.0184035137041967E9	3.7125	1.625	24.6875	Cost reduced     at windowWidth+dwindowWidth.
216	184	5	1	2.2559545967035816E10	1.5431370815632511E10	3.767443556179455E9	3.360731595223849E9	9.644606759770319E9	3.424948687435868E9	1.0184035137041967E9	3.7125	1.625	25.0	Cost not reduced at beamS+dbeamS.
217	184	6	1	2.2559545967035816E10	1.5431370815632511E10	3.767443556179455E9	3.360731595223849E9	9.644606759770319E9	3.424948687435868E9	1.0184035137041967E9	3.7125	1.625	24.375	Cost not reduced at beamS-dbeamS.
215	184	7	1	2.2559545967035816E10	1.5431370815632511E10	3.767443556179455E9	3.360731595223849E9	9.644606759770319E9	3.424948687435868E9	1.0184035137041967E9	3.7125	1.625	24.6875	Global search reduced cost.
218	185	1	1	2.2547201795328197E10	1.5460073466124954E10	3.7314841805154166E9	3.3556441486878266E9	9.662545916328096E9	3.3922583459231057E9	1.0168618632387354E9	3.6375	1.65	25.0	Exploration base, Delta = 0.0625.
219	185	2	1	2.2546687780199146E10	1.5470708406552124E10	3.7197001318211694E9	3.3562792418258524E9	9.669192754095078E9	3.381545574382881E9	1.0170543157048038E9	3.63125	1.65	25.0	Cost reduced     at windowLength-dwindowLength.
220	185	3	1	2.254551549994383E10	1.5447495060504353E10	3.7448391849065657E9	3.3531812545329094E9	9.65468441281522E9	3.4043992590059686E9	1.0161155316766393E9	3.63125	1.65625	25.0	Cost reduced     at windowWidth+dwindowWidth.
221	185	4	1	2.254551549994383E10	1.5447495060504353E10	3.7448391849065657E9	3.3531812545329094E9	9.65468441281522E9	3.4043992590059686E9	1.0161155316766393E9	3.63125	1.65625	25.3125	Cost not reduced at beamS+dbeamS.
222	185	5	1	2.254551549994383E10	1.5447495060504353E10	3.7448391849065657E9	3.3531812545329094E9	9.65468441281522E9	3.4043992590059686E9	1.0161155316766393E9	3.63125	1.65625	24.6875	Cost not reduced at beamS-dbeamS.
220	185	6	1	2.254551549994383E10	1.5447495060504353E10	3.7448391849065657E9	3.3531812545329094E9	9.65468441281522E9	3.4043992590059686E9	1.0161155316766393E9	3.63125	1.65625	25.0	Global search reduced cost.
223	186	1	1	2.253277512175863E10	1.5469276948494425E10	3.7170910149074836E9	3.3464071583567195E9	9.668298092809015E9	3.379173649915894E9	1.0140627752596121E9	3.55	1.6875	25.3125	Exploration base, Delta = 0.0625.
224	186	2	1	2.253202585714518E10	1.547978310504342E10	3.705195095683637E9	3.3470476564181194E9	9.674864440652138E9	3.368359177894215E9	1.0142568655812484E9	3.54375	1.6875	25.3125	Cost reduced     at windowLength-dwindowLength.
225	186	3	1	2.253107295890583E10	1.5457338478870567E10	3.7296221135514607E9	3.344112366483803E9	9.660836549294104E9	3.390565557774055E9	1.0133673837829707E9	3.54375	1.69375	25.3125	Cost reduced     at windowWidth+dwindowWidth.
226	186	4	1	2.253107295890583E10	1.5457338478870567E10	3.7296221135514607E9	3.344112366483803E9	9.660836549294104E9	3.390565557774055E9	1.0133673837829707E9	3.54375	1.69375	25.625	Cost not reduced at beamS+dbeamS.
227	186	5	1	2.253107295890583E10	1.5457338478870567E10	3.7296221135514607E9	3.344112366483803E9	9.660836549294104E9	3.390565557774055E9	1.0133673837829707E9	3.54375	1.69375	25.0	Cost not reduced at beamS-dbeamS.
225	186	6	1	2.253107295890583E10	1.5457338478870567E10	3.7296221135514607E9	3.344112366483803E9	9.660836549294104E9	3.390565557774055E9	1.0133673837829707E9	3.54375	1.69375	25.3125	Global search reduced cost.
228	187	1	1	2.251661179696165E10	1.547362043472023E10	3.707008746308286E9	3.3359826159331346E9	9.671012771700144E9	3.3700079511893506E9	1.0109038230100408E9	3.45625	1.73125	25.625	Exploration base, Delta = 0.0625.
229	187	2	1	2.2515849991826115E10	1.5484558037413544E10	3.6946568560263715E9	3.3366350983862004E9	9.677848773383465E9	3.358778960023974E9	1.0111015449655154E9	3.45	1.73125	25.625	Cost reduced     at windowLength-dwindowLength.
230	187	3	1	2.2515208967910423E10	1.5462479995524178E10	3.7188833379922113E9	3.3338456343940353E9	9.66404999720261E9	3.3808030345383735E9	1.0102562528466774E9	3.45	1.7375	25.625	Cost reduced     at windowWidth+dwindowWidth.
231	187	4	1	2.2515208967910423E10	1.5462479995524178E10	3.7188833379922113E9	3.3338456343940353E9	9.66404999720261E9	3.3808030345383735E9	1.0102562528466774E9	3.45	1.7375	25.9375	Cost not reduced at beamS+dbeamS.
232	187	5	1	2.2515208967910423E10	1.5462479995524178E10	3.7188833379922113E9	3.3338456343940353E9	9.66404999720261E9	3.3808030345383735E9	1.0102562528466774E9	3.45	1.7375	25.3125	Cost not reduced at beamS-dbeamS.
230	187	6	1	2.2515208967910423E10	1.5462479995524178E10	3.7188833379922113E9	3.3338456343940353E9	9.66404999720261E9	3.3808030345383735E9	1.0102562528466774E9	3.45	1.7375	25.625	Global search reduced cost.
233	188	1	1	2.249938236353942E10	1.5476028180563429E10	3.6985782771334653E9	3.3247759058425264E9	9.672517612852142E9	3.36234388830315E9	1.0075078502553111E9	3.35625	1.78125	25.9375	Exploration base, Delta = 0.0625.
234	188	2	1	2.2498605326680058E10	1.54870998082975E10	3.686062920329972E9	3.3254425980525856E9	9.679437380185938E9	3.350966291209065E9	1.0077098781977533E9	3.35	1.78125	25.9375	Cost reduced     at windowLength-dwindowLength.
235	188	3	1	2.24979420002257E10	1.546574701229051E10	3.709386444039167E9	3.322808543896024E9	9.666091882681568E9	3.3721694945810604E9	1.0069116799684923E9	3.35	1.7875	25.9375	Cost reduced     at windowWidth+dwindowWidth.
236	188	4	1	2.24979420002257E10	1.546574701229051E10	3.709386444039167E9	3.322808543896024E9	9.666091882681568E9	3.3721694945810604E9	1.0069116799684923E9	3.35	1.7875	26.25	Cost not reduced at beamS+dbeamS.
237	188	5	1	2.24979420002257E10	1.546574701229051E10	3.709386444039167E9	3.322808543896024E9	9.666091882681568E9	3.3721694945810604E9	1.0069116799684923E9	3.35	1.7875	25.625	Cost not reduced at beamS-dbeamS.
235	188	6	1	2.24979420002257E10	1.546574701229051E10	3.709386444039167E9	3.322808543896024E9	9.666091882681568E9	3.3721694945810604E9	1.0069116799684923E9	3.35	1.7875	25.9375	Global search reduced cost.
238	189	1	1	2.248105210830935E10	1.547892667165335E10	3.688832085495729E9	3.313293351160269E9	9.674329169783344E9	3.353483714087026E9	1.0040282882303845E9	3.25	1.8375	26.25	Exploration base, Delta = 0.0625.
239	189	2	1	2.2480396936019108E10	1.5490556184728058E10	3.6758739520535054E9	3.3139667992375455E9	9.681597615455036E9	3.3417035927759137E9	1.0042323634053168E9	3.24375	1.8375	26.25	Cost reduced     at windowLength-dwindowLength.
240	189	3	1	2.2479875321011257E10	1.5469823441318815E10	3.6985183482040224E9	3.31153353148842E9	9.668639650824259E9	3.362289407458202E9	1.0034950095419455E9	3.24375	1.84375	26.25	Cost reduced     at windowWidth+dwindowWidth.
241	189	4	1	2.2479875321011257E10	1.5469823441318815E10	3.6985183482040224E9	3.31153353148842E9	9.668639650824259E9	3.362289407458202E9	1.0034950095419455E9	3.24375	1.84375	26.5625	Cost not reduced at beamS+dbeamS.
242	189	5	1	2.2563021809969154E10	1.5550804849027073E10	3.6983044968830495E9	3.3139124640590305E9	9.71925303064192E9	3.3620949971664085E9	1.0042158981997063E9	3.24375	1.84375	25.9375	Cost not reduced at beamS-dbeamS.
240	189	6	1	2.2479875321011257E10	1.5469823441318815E10	3.6985183482040224E9	3.31153353148842E9	9.668639650824259E9	3.362289407458202E9	1.0034950095419455E9	3.24375	1.84375	26.25	Global search reduced cost.
243	190	1	1	2.2461953427631664E10	1.5485783932984556E10	3.674181266092865E9	3.3019882285542397E9	9.678614958115347E9	3.3401647873571496E9	1.0006024935012848E9	3.1375	1.9	26.5625	Exploration base, Delta = 0.0625.
244	190	2	1	2.2461385216479057E10	1.549788656689015E10	3.6608189110056567E9	3.302679738583251E9	9.686179104306343E9	3.328017191823324E9	1.0008120419949247E9	3.13125	1.9	26.5625	Cost reduced     at windowLength-dwindowLength.
245	190	3	1	2.2543854464454292E10	1.5558632673377974E10	3.6825207971127453E9	3.302700993963574E9	9.724145420861233E9	3.3477461791934047E9	1.0008184830192649E9	3.13125	1.90625	26.5625	Cost not reduced at windowWidth+dwindowWidth.
246	190	4	1	2.2462647935639484E10	1.5517812878322336E10	3.639868479958364E9	3.3049665773587837E9	9.69863304895146E9	3.308971345416694E9	1.0015050234420557E9	3.13125	1.89375	26.5625	Cost not reduced at windowWidth-dwindowWidth.
247	190	5	1	2.2461385216479057E10	1.549788656689015E10	3.6608189110056567E9	3.302679738583251E9	9.686179104306343E9	3.328017191823324E9	1.0008120419949247E9	3.13125	1.9	26.875	Cost not reduced at beamS+dbeamS.
248	190	6	1	2.25442574549591E10	1.5578645543898039E10	3.6606210354563527E9	3.3049908756047072E9	9.736653464936274E9	3.3278373049603205E9	1.0015123865468811E9	3.13125	1.9	26.25	Cost not reduced at beamS-dbeamS.
